,part,trialId,charId,l,b,r,t,char
0,2,39,445,1077,604,1100,703,h
0,2,39,446,1100,604,1115,703,e
0,2,39,447,1115,604,1130,703,l
0,2,39,448,1130,604,1152,703,e
0,2,39,449,1152,604,1175,703,t
0,2,39,450,1175,604,1190,703,a
0,2,39,451,1190,604,1205,703,g
0,2,39,452,1205,604,1220,703,e
0,2,39,453,1220,604,1242,703,t
0,2,39,454,1242,604,1265,703,b
0,2,39,455,1265,604,1280,703,r
0,2,39,456,1280,604,1295,703,u
0,2,39,457,1295,604,1310,703,g
0,2,39,458,1310,604,1332,703,e
0,2,39,459,1332,604,1355,703,v
0,2,39,460,1355,604,1370,703,o
0,2,39,461,1370,604,1385,703,r
0,2,39,462,1385,604,1400,703,e
0,2,39,463,1400,604,1422,703,s
0,2,39,464,1422,604,1445,703,h
0,2,39,465,1445,604,1460,703,o
0,2,39,466,1460,604,1475,703,v
0,2,39,467,1475,604,1490,703,e
0,2,39,468,1490,604,1505,703,d
0,2,39,469,1505,604,1520,703,e
0,2,39,470,1520,604,1542,703,r
0,2,39,471,1542,604,1565,703,o
0,2,39,472,1565,604,1587,703,g
0,2,39,473,1587,604,1610,703,f
0,2,39,474,1610,604,1625,703,i
0,2,39,475,1625,604,1640,703,n
0,2,39,476,1640,604,1655,703,d
0,2,39,477,1655,604,1680,703,e
0,2,39,478,190,703,215,802,m
0,2,39,479,215,703,230,802,a
0,2,39,480,230,703,245,802,n
0,2,39,481,245,703,260,802,g
0,2,39,482,260,703,282,802,e
0,2,39,483,282,703,305,802,f
0,2,39,484,305,703,320,802,l
0,2,39,485,320,703,335,802,e
0,2,39,486,335,703,350,802,r
0,2,39,487,350,703,372,802,e
0,2,39,488,372,703,395,802,v
0,2,39,489,395,703,410,802,i
0,2,39,490,410,703,425,802,r
0,2,39,491,425,703,440,802,k
0,2,39,492,440,703,455,802,e
0,2,39,493,455,703,470,802,m
0,2,39,494,470,703,485,802,i
0,2,39,495,485,703,500,802,d
0,2,39,496,500,703,515,802,l
0,2,39,497,515,703,530,802,e
0,2,39,498,530,703,545,802,r
0,2,39,499,545,703,567,802,.
0,2,39,500,567,703,590,802,R
0,2,39,501,590,703,605,802,a
0,2,39,502,605,703,620,802,n
0,2,39,503,620,703,635,802,d
0,2,39,504,635,703,650,802,z
0,2,39,505,650,703,665,802,o
0,2,39,506,665,703,680,802,n
0,2,39,507,680,703,695,802,e
0,2,39,508,695,703,710,802,r
0,2,39,509,710,703,732,802,","
0,2,39,510,732,703,755,802,å
0,2,39,511,755,703,770,802,d
0,2,39,512,770,703,785,802,a
0,2,39,513,785,703,800,802,l
0,2,39,514,800,703,822,802,e
0,2,39,515,822,703,845,802,o
0,2,39,516,845,703,867,802,g
0,2,39,517,867,703,890,802,n
0,2,39,518,890,703,905,802,y
0,2,39,519,905,703,927,802,e
0,2,39,520,927,703,950,802,s
0,2,39,521,950,703,965,802,k
0,2,39,522,965,703,980,802,o
0,2,39,523,980,703,995,802,v
0,2,39,524,995,703,1017,802,e
0,2,39,525,1017,703,1040,802,e
0,2,39,526,1040,703,1062,802,r
0,2,39,527,1062,703,1085,802,r
0,2,39,528,1085,703,1100,802,i
0,2,39,529,1100,703,1115,802,g
0,2,39,530,1115,703,1130,802,t
0,2,39,531,1130,703,1145,802,i
0,2,39,532,1145,703,1167,802,g
0,2,39,533,1167,703,1190,802,g
0,2,39,534,1190,703,1205,802,o
0,2,39,535,1205,703,1220,802,d
0,2,39,536,1220,703,1242,802,e
0,2,39,537,1242,703,1265,802,v
0,2,39,538,1265,703,1280,802,i
0,2,39,539,1280,703,1295,802,r
0,2,39,540,1295,703,1310,802,k
0,2,39,541,1310,703,1325,802,e
0,2,39,542,1325,703,1340,802,m
0,2,39,543,1340,703,1355,802,i
0,2,39,544,1355,703,1370,802,d
0,2,39,545,1370,703,1385,802,l
0,2,39,546,1385,703,1400,802,e
0,2,39,547,1400,703,1415,802,r
0,2,39,548,1415,703,1437,802,","
0,2,39,549,1437,703,1460,802,s
0,2,39,550,1460,703,1475,802,o
0,2,39,551,1475,703,1497,802,m
0,2,39,552,1497,703,1520,802,j
0,2,39,553,1520,703,1535,802,e
0,2,39,554,1535,703,1557,802,g
0,2,39,555,1557,703,1580,802,g
0,2,39,556,1580,703,1595,802,l
0,2,39,557,1595,703,1610,802,æ
0,2,39,558,1610,703,1625,802,d
0,2,39,559,1625,703,1640,802,e
0,2,39,560,1640,703,1665,802,r
0,2,39,561,190,802,215,874,m
0,2,39,562,215,802,230,874,i
0,2,39,563,230,802,252,874,g
0,2,39,564,252,802,275,874,t
0,2,39,565,275,802,290,874,i
0,2,39,566,290,802,312,874,l
0,2,39,567,312,802,335,874,a
0,2,39,568,335,802,357,874,t
0,2,39,569,357,802,380,874,s
0,2,39,570,380,802,395,874,æ
0,2,39,571,395,802,410,874,t
0,2,39,572,410,802,425,874,t
0,2,39,573,425,802,447,874,e
0,2,39,574,447,802,470,874,m
0,2,39,575,470,802,485,874,i
0,2,39,576,485,802,507,874,t
0,2,39,577,507,802,530,874,p
0,2,39,578,530,802,545,874,r
0,2,39,579,545,802,560,874,æ
0,2,39,580,560,802,582,874,g
0,2,39,581,582,802,605,874,p
0,2,39,582,605,802,620,874,å
0,2,39,583,620,802,645,874,.
0,2,136,1,190,136,215,208,D
0,2,136,2,215,136,230,208,e
0,2,136,3,230,136,252,208,t
0,2,136,4,252,136,275,208,k
0,2,136,5,275,136,290,208,a
0,2,136,6,290,136,312,208,n
0,2,136,7,312,136,335,208,f
0,2,136,8,335,136,357,208,x
0,2,136,9,357,136,380,208,v
0,2,136,10,380,136,395,208,æ
0,2,136,11,395,136,410,208,r
0,2,136,12,410,136,425,208,e
0,2,136,13,425,136,447,208,","
0,2,136,14,447,136,470,208,n
0,2,136,15,470,136,485,208,å
0,2,136,16,485,136,507,208,r
0,2,136,17,507,136,530,208,m
0,2,136,18,530,136,545,208,a
0,2,136,19,545,136,567,208,n
0,2,136,20,567,136,590,208,m
0,2,136,21,590,136,605,208,i
0,2,136,22,605,136,620,208,d
0,2,136,23,620,136,642,208,t
0,2,136,24,642,136,672,208,i
0,2,136,25,672,136,695,208,v
0,2,136,26,695,136,710,208,a
0,2,136,27,710,136,725,208,l
0,2,136,28,725,136,740,208,g
0,2,136,29,740,136,755,208,k
0,2,136,30,755,136,770,208,a
0,2,136,31,770,136,785,208,m
0,2,136,32,785,136,800,208,p
0,2,136,33,800,136,815,208,e
0,2,136,34,815,136,837,208,n
0,2,136,35,837,136,860,208,e
0,2,136,36,860,136,875,208,r
0,2,136,37,875,136,890,208,f
0,2,136,38,890,136,905,208,a
0,2,136,39,905,136,920,208,r
0,2,136,40,920,136,935,208,e
0,2,136,41,935,136,950,208,r
0,2,136,42,950,136,972,208,","
0,2,136,43,972,136,995,208,a
0,2,136,44,995,136,1017,208,t
0,2,136,45,1017,136,1040,208,R
0,2,136,46,1040,136,1055,208,a
0,2,136,47,1055,136,1070,208,s
0,2,136,48,1070,136,1085,208,m
0,2,136,49,1085,136,1100,208,u
0,2,136,50,1100,136,1122,208,s
0,2,136,51,1122,136,1145,208,P
0,2,136,52,1145,136,1160,208,a
0,2,136,53,1160,136,1175,208,l
0,2,136,54,1175,136,1190,208,u
0,2,136,55,1190,136,1205,208,d
0,2,136,56,1205,136,1220,208,a
0,2,136,57,1220,136,1242,208,n
0,2,136,58,1242,136,1265,208,l
0,2,136,59,1265,136,1280,208,i
0,2,136,60,1280,136,1295,208,g
0,2,136,61,1295,136,1310,208,n
0,2,136,62,1310,136,1325,208,e
0,2,136,63,1325,136,1347,208,r
0,2,136,64,1347,136,1370,208,l
0,2,136,65,1370,136,1385,208,i
0,2,136,66,1385,136,1400,208,v
0,2,136,67,1400,136,1415,208,e
0,2,136,68,1415,136,1430,208,-
0,2,136,69,1430,136,1445,208,a
0,2,136,70,1445,136,1460,208,c
0,2,136,71,1460,136,1475,208,t
0,2,136,72,1475,136,1490,208,i
0,2,136,73,1490,136,1505,208,o
0,2,136,74,1505,136,1520,208,n
0,2,136,75,1520,136,1535,208,-
0,2,136,76,1535,136,1550,208,u
0,2,136,77,1550,136,1565,208,d
0,2,136,78,1565,136,1580,208,g
0,2,136,79,1580,136,1595,208,a
0,2,136,80,1595,136,1610,208,v
0,2,136,81,1610,136,1625,208,e
0,2,136,82,1625,136,1647,208,n
0,2,136,83,1647,136,1670,208,a
0,2,136,84,1670,136,1695,208,f
0,2,136,85,190,208,215,307,K
0,2,136,86,215,208,230,307,a
0,2,136,87,230,208,245,307,r
0,2,136,88,245,208,260,307,l
0,2,136,89,260,208,275,307,s
0,2,136,90,275,208,290,307,s
0,2,136,91,290,208,305,307,o
0,2,136,92,305,208,327,307,n
0,2,136,93,327,208,350,307,p
0,2,136,94,350,208,372,307,å
0,2,136,95,372,208,395,307,t
0,2,136,96,395,208,410,307,a
0,2,136,97,410,208,425,307,g
0,2,136,98,425,208,440,307,e
0,2,136,99,440,208,462,307,t
0,2,136,100,462,208,485,307,o
0,2,136,101,485,208,507,307,g
0,2,136,102,507,208,530,307,g
0,2,136,103,530,208,545,307,r
0,2,136,104,545,208,560,307,i
0,2,136,105,560,208,575,307,n
0,2,136,106,575,208,590,307,e
0,2,136,107,590,208,612,307,r
0,2,136,108,612,208,635,307,l
0,2,136,109,635,208,650,307,i
0,2,136,110,650,208,665,307,d
0,2,136,111,665,208,687,307,t
0,2,136,112,687,208,710,307,a
0,2,136,113,710,208,732,307,f
0,2,136,114,732,208,755,307,d
0,2,136,115,755,208,770,307,e
0,2,136,116,770,208,785,307,t
0,2,136,117,785,208,807,307,.
0,2,136,118,807,208,830,307,D
0,2,136,119,830,208,845,307,e
0,2,136,120,845,208,867,307,t
0,2,136,121,867,208,890,307,k
0,2,136,122,890,208,905,307,a
0,2,136,123,905,208,927,307,n
0,2,136,124,927,208,950,307,o
0,2,136,125,950,208,965,307,g
0,2,136,126,965,208,980,307,s
0,2,136,127,980,208,1002,307,å
0,2,136,128,1002,208,1025,307,f
0,2,136,129,1025,208,1047,307,x
0,2,136,130,1047,208,1070,307,v
0,2,136,131,1070,208,1085,307,æ
0,2,136,132,1085,208,1100,307,r
0,2,136,133,1100,208,1115,307,e
0,2,136,134,1115,208,1137,307,","
0,2,136,135,1137,208,1160,307,n
0,2,136,136,1160,208,1175,307,å
0,2,136,137,1175,208,1197,307,r
0,2,136,138,1197,208,1220,307,e
0,2,136,139,1220,208,1235,307,n
0,2,136,140,1235,208,1257,307,s
0,2,136,141,1257,208,1280,307,n
0,2,136,142,1280,208,1295,307,a
0,2,136,143,1295,208,1310,307,b
0,2,136,144,1310,208,1332,307,o
0,2,136,145,1332,208,1355,307,p
0,2,136,146,1355,208,1377,307,å
0,2,136,147,1377,208,1400,307,d
0,2,136,148,1400,208,1415,307,e
0,2,136,149,1415,208,1437,307,n
0,2,136,150,1437,208,1460,307,l
0,2,136,151,1460,208,1475,307,u
0,2,136,152,1475,208,1490,307,k
0,2,136,153,1490,208,1505,307,k
0,2,136,154,1505,208,1520,307,e
0,2,136,155,1520,208,1535,307,d
0,2,136,156,1535,208,1557,307,e
0,2,136,157,1557,208,1580,307,f
0,2,136,158,1580,208,1595,307,å
0,2,136,159,1595,208,1617,307,r
0,2,136,160,1617,208,1640,307,e
0,2,136,161,1640,208,1665,307,n
0,2,136,162,190,307,215,406,g
0,2,136,163,215,307,230,406,u
0,2,136,164,230,307,245,406,i
0,2,136,165,245,307,260,406,t
0,2,136,166,260,307,275,406,a
0,2,136,167,275,307,297,406,r
0,2,136,168,297,307,320,406,i
0,2,136,169,320,307,335,406,n
0,2,136,170,335,307,357,406,d
0,2,136,171,357,307,380,406,p
0,2,136,172,380,307,402,406,å
0,2,136,173,402,307,425,406,d
0,2,136,174,425,307,440,406,e
0,2,136,175,440,307,462,406,n
0,2,136,176,462,307,485,406,l
0,2,136,177,485,307,500,406,u
0,2,136,178,500,307,515,406,k
0,2,136,179,515,307,530,406,k
0,2,136,180,530,307,545,406,e
0,2,136,181,545,307,560,406,d
0,2,136,182,560,307,575,406,e
0,2,136,183,575,307,597,406,","
0,2,136,184,597,307,620,406,m
0,2,136,185,620,307,635,406,e
0,2,136,186,635,307,657,406,n
0,2,136,187,657,307,680,406,s
0,2,136,188,680,307,702,406,å
0,2,136,189,702,307,725,406,k
0,2,136,190,725,307,740,406,u
0,2,136,191,740,307,762,406,n
0,2,136,192,762,307,785,406,k
0,2,136,193,785,307,800,406,a
0,2,136,194,800,307,822,406,n
0,2,136,195,822,307,845,406,s
0,2,136,196,845,307,860,406,p
0,2,136,197,860,307,875,406,i
0,2,136,198,875,307,890,406,l
0,2,136,199,890,307,905,406,l
0,2,136,200,905,307,927,406,e
0,2,136,201,927,307,950,406,å
0,2,136,202,950,307,965,406,b
0,2,136,203,965,307,980,406,n
0,2,136,204,980,307,995,406,i
0,2,136,205,995,307,1010,406,n
0,2,136,206,1010,307,1025,406,g
0,2,136,207,1025,307,1040,406,s
0,2,136,208,1040,307,1055,406,r
0,2,136,209,1055,307,1070,406,i
0,2,136,210,1070,307,1085,406,f
0,2,136,211,1085,307,1100,406,f
0,2,136,212,1100,307,1115,406,e
0,2,136,213,1115,307,1137,406,t
0,2,136,214,1137,307,1160,406,f
0,2,136,215,1160,307,1175,406,r
0,2,136,216,1175,307,1197,406,a
0,2,136,217,1197,307,1220,406,S
0,2,136,218,1220,307,1235,406,w
0,2,136,219,1235,307,1250,406,e
0,2,136,220,1250,307,1265,406,e
0,2,136,221,1265,307,1287,406,t
0,2,136,222,1287,307,1310,406,H
0,2,136,223,1310,307,1325,406,o
0,2,136,224,1325,307,1340,406,m
0,2,136,225,1340,307,1362,406,e
0,2,136,226,1362,307,1385,406,A
0,2,136,227,1385,307,1400,406,l
0,2,136,228,1400,307,1415,406,a
0,2,136,229,1415,307,1430,406,b
0,2,136,230,1430,307,1445,406,a
0,2,136,231,1445,307,1460,406,m
0,2,136,232,1460,307,1475,406,a
0,2,136,233,1475,307,1497,406,","
0,2,136,234,1497,307,1520,406,h
0,2,136,235,1520,307,1535,406,v
0,2,136,236,1535,307,1550,406,i
0,2,136,237,1550,307,1565,406,l
0,2,136,238,1565,307,1580,406,k
0,2,136,239,1580,307,1595,406,e
0,2,136,240,1595,307,1617,406,t
0,2,136,241,1617,307,1640,406,h
0,2,136,242,1640,307,1655,406,a
0,2,136,243,1655,307,1680,406,n
0,2,136,244,190,406,215,478,s
0,2,136,245,215,406,237,478,å
0,2,136,246,237,406,260,478,k
0,2,136,247,260,406,275,478,o
0,2,136,248,275,406,290,478,m
0,2,136,249,290,406,305,478,p
0,2,136,250,305,406,320,478,e
0,2,136,251,320,406,335,478,n
0,2,136,252,335,406,350,478,s
0,2,136,253,350,406,365,478,e
0,2,136,254,365,406,380,478,r
0,2,136,255,380,406,395,478,e
0,2,136,256,395,406,417,478,r
0,2,136,257,417,406,440,478,f
0,2,136,258,440,406,455,478,o
0,2,136,259,455,406,477,478,r
0,2,136,260,477,406,500,478,v
0,2,136,261,500,406,515,478,e
0,2,136,262,515,406,537,478,d
0,2,136,263,537,406,560,478,t
0,2,136,264,560,406,575,478,i
0,2,136,265,575,406,597,478,l
0,2,136,266,597,406,620,478,g
0,2,136,267,620,406,635,478,e
0,2,136,268,635,406,650,478,n
0,2,136,269,650,406,665,478,g
0,2,136,270,665,406,680,478,æ
0,2,136,271,680,406,695,478,l
0,2,136,272,695,406,717,478,d
0,2,136,273,717,406,740,478,a
0,2,136,274,740,406,762,478,t
0,2,136,275,762,406,785,478,s
0,2,136,276,785,406,800,478,p
0,2,136,277,800,406,815,478,i
0,2,136,278,815,406,830,478,l
0,2,136,279,830,406,845,478,l
0,2,136,280,845,406,867,478,e
0,2,136,281,867,406,890,478,d
0,2,136,282,890,406,905,478,e
0,2,136,283,905,406,927,478,t
0,2,136,284,927,406,950,478,k
0,2,136,285,950,406,965,478,o
0,2,136,286,965,406,980,478,n
0,2,136,287,980,406,995,478,s
0,2,136,288,995,406,1010,478,t
0,2,136,289,1010,406,1025,478,a
0,2,136,290,1025,406,1040,478,n
0,2,136,291,1040,406,1062,478,t
0,2,136,292,1062,406,1085,478,o
0,2,136,293,1085,406,1107,478,g
0,2,136,294,1107,406,1130,478,o
0,2,136,295,1130,406,1145,478,v
0,2,136,296,1145,406,1160,478,e
0,2,136,297,1160,406,1182,478,r
0,2,136,298,1182,406,1205,478,d
0,2,136,299,1205,406,1220,478,e
0,2,136,300,1220,406,1242,478,t
0,2,136,301,1242,406,1265,478,h
0,2,136,302,1265,406,1280,478,e
0,2,136,303,1280,406,1295,478,l
0,2,136,304,1295,406,1317,478,e
0,2,136,305,1317,406,1340,478,p
0,2,136,306,1340,406,1362,478,å
0,2,136,307,1362,406,1385,478,d
0,2,136,308,1385,406,1400,478,e
0,2,136,309,1400,406,1422,478,n
0,2,136,310,1422,406,1445,478,l
0,2,136,311,1445,406,1460,478,u
0,2,136,312,1460,406,1475,478,k
0,2,136,313,1475,406,1490,478,k
0,2,136,314,1490,406,1505,478,e
0,2,136,315,1505,406,1520,478,d
0,2,136,316,1520,406,1535,478,e
0,2,136,317,1535,406,1560,478,.
0,2,11,1,190,136,215,205,D
0,2,11,2,215,136,230,205,e
0,2,11,3,230,136,245,205,n
0,2,11,4,245,136,260,205,n
0,2,11,5,260,136,282,205,e
0,2,11,6,282,136,305,205,h
0,2,11,7,305,136,320,205,e
0,2,11,8,320,136,342,205,r
0,2,11,9,342,136,365,205,t
0,2,11,10,365,136,380,205,a
0,2,11,11,380,136,395,205,l
0,2,11,12,395,136,417,205,e
0,2,11,13,417,136,440,205,e
0,2,11,14,440,136,462,205,r
0,2,11,15,462,136,485,205,t
0,2,11,16,485,136,500,205,i
0,2,11,17,500,136,522,205,l
0,2,11,18,522,136,545,205,a
0,2,11,19,545,136,560,205,l
0,2,11,20,560,136,575,205,l
0,2,11,21,575,136,597,205,e
0,2,11,22,597,136,620,205,j
0,2,11,23,620,136,635,205,e
0,2,11,24,635,136,657,205,r
0,2,11,25,657,136,680,205,d
0,2,11,26,680,136,695,205,e
0,2,11,27,695,136,710,205,r
0,2,11,28,710,136,725,205,u
0,2,11,29,725,136,740,205,d
0,2,11,30,740,136,755,205,e
0,2,11,31,755,136,777,205,","
0,2,11,32,777,136,800,205,d
0,2,11,33,800,136,815,205,e
0,2,11,34,815,136,837,205,r
0,2,11,35,837,136,860,205,l
0,2,11,36,860,136,875,205,i
0,2,11,37,875,136,890,205,g
0,2,11,38,890,136,905,205,e
0,2,11,39,905,136,920,205,s
0,2,11,40,920,136,935,205,o
0,2,11,41,935,136,957,205,m
0,2,11,42,957,136,980,205,m
0,2,11,43,980,136,995,205,i
0,2,11,44,995,136,1010,205,g
0,2,11,45,1010,136,1032,205,","
0,2,11,46,1032,136,1055,205,e
0,2,11,47,1055,136,1077,205,r
0,2,11,48,1077,136,1100,205,u
0,2,11,49,1100,136,1115,205,l
0,2,11,50,1115,136,1130,205,y
0,2,11,51,1130,136,1145,205,k
0,2,11,52,1145,136,1160,205,k
0,2,11,53,1160,136,1175,205,e
0,2,11,54,1175,136,1190,205,l
0,2,11,55,1190,136,1205,205,i
0,2,11,56,1205,136,1220,205,g
0,2,11,57,1220,136,1242,205,e
0,2,11,58,1242,136,1265,205,o
0,2,11,59,1265,136,1287,205,g
0,2,11,60,1287,136,1310,205,d
0,2,11,61,1310,136,1325,205,y
0,2,11,62,1325,136,1340,205,b
0,2,11,63,1340,136,1362,205,t
0,2,11,64,1362,136,1385,205,f
0,2,11,65,1385,136,1400,205,o
0,2,11,66,1400,136,1415,205,r
0,2,11,67,1415,136,1430,205,g
0,2,11,68,1430,136,1445,205,æ
0,2,11,69,1445,136,1460,205,l
0,2,11,70,1460,136,1475,205,d
0,2,11,71,1475,136,1490,205,e
0,2,11,72,1490,136,1505,205,d
0,2,11,73,1505,136,1520,205,e
0,2,11,74,1520,136,1542,205,.
0,2,11,75,1542,136,1565,205,D
0,2,11,76,1565,136,1580,205,e
0,2,11,77,1580,136,1602,205,t
0,2,11,78,1602,136,1625,205,e
0,2,11,79,1625,136,1650,205,r
0,2,11,80,190,205,215,300,S
0,2,11,81,215,205,230,300,a
0,2,11,82,230,205,245,300,n
0,2,11,83,245,205,260,300,k
0,2,11,84,260,205,282,300,t
0,2,11,85,282,205,305,300,H
0,2,11,86,305,205,320,300,a
0,2,11,87,320,205,335,300,n
0,2,11,88,335,205,350,300,s
0,2,11,89,350,205,372,300,","
0,2,11,90,372,205,395,300,o
0,2,11,91,395,205,417,300,m
0,2,11,92,417,205,440,300,l
0,2,11,93,440,205,455,300,i
0,2,11,94,455,205,470,300,d
0,2,11,95,470,205,492,300,t
0,2,11,96,492,205,515,300,s
0,2,11,97,515,205,530,300,k
0,2,11,98,530,205,545,300,a
0,2,11,99,545,205,567,300,l
0,2,11,100,567,205,590,300,v
0,2,11,101,590,205,612,300,i
0,2,11,102,612,205,635,300,b
0,2,11,103,635,205,650,300,r
0,2,11,104,650,205,665,300,æ
0,2,11,105,665,205,680,300,n
0,2,11,106,680,205,695,300,d
0,2,11,107,695,205,717,300,e
0,2,11,108,717,205,740,300,e
0,2,11,109,740,205,762,300,n
0,2,11,110,762,205,785,300,h
0,2,11,111,785,205,800,300,e
0,2,11,112,800,205,815,300,k
0,2,11,113,815,205,837,300,s
0,2,11,114,837,205,860,300,a
0,2,11,115,860,205,875,300,f
0,2,11,116,875,205,897,300,","
0,2,11,117,897,205,920,300,f
0,2,11,118,920,205,935,300,o
0,2,11,119,935,205,950,300,r
0,2,11,120,950,205,965,300,e
0,2,11,121,965,205,980,300,s
0,2,11,122,980,205,995,300,t
0,2,11,123,995,205,1010,300,i
0,2,11,124,1010,205,1032,300,l
0,2,11,125,1032,205,1055,300,j
0,2,11,126,1055,205,1070,300,e
0,2,11,127,1070,205,1092,300,r
0,2,11,128,1092,205,1115,300,a
0,2,11,129,1115,205,1137,300,t
0,2,11,130,1137,205,1160,300,d
0,2,11,131,1160,205,1175,300,e
0,2,11,132,1175,205,1197,300,t
0,2,11,133,1197,205,1220,300,v
0,2,11,134,1220,205,1235,300,a
0,2,11,135,1235,205,1257,300,r
0,2,11,136,1257,205,1280,300,j
0,2,11,137,1280,205,1295,300,e
0,2,11,138,1295,205,1310,300,r
0,2,11,139,1310,205,1325,300,e
0,2,11,140,1325,205,1347,300,s
0,2,11,141,1347,205,1370,300,g
0,2,11,142,1370,205,1385,300,æ
0,2,11,143,1385,205,1400,300,l
0,2,11,144,1400,205,1422,300,d
0,2,11,145,1422,205,1445,300,d
0,2,11,146,1445,205,1460,300,e
0,2,11,147,1460,205,1482,300,r
0,2,11,148,1482,205,1505,300,b
0,2,11,149,1505,205,1520,300,l
0,2,11,150,1520,205,1535,300,e
0,2,11,151,1535,205,1557,300,v
0,2,11,152,1557,205,1580,300,b
0,2,11,153,1580,205,1595,300,r
0,2,11,154,1595,205,1610,300,æ
0,2,11,155,1610,205,1625,300,n
0,2,11,156,1625,205,1640,300,d
0,2,11,157,1640,205,1665,300,t
0,2,11,158,190,300,215,396,a
0,2,11,159,215,300,230,396,f
0,2,11,160,230,300,252,396,","
0,2,11,161,252,300,275,396,e
0,2,11,162,275,300,290,396,l
0,2,11,163,290,300,305,396,l
0,2,11,164,305,300,320,396,e
0,2,11,165,320,300,342,396,r
0,2,11,166,342,300,365,396,j
0,2,11,167,365,300,380,396,e
0,2,11,168,380,300,395,396,r
0,2,11,169,395,300,410,396,e
0,2,11,170,410,300,432,396,s
0,2,11,171,432,300,455,396,d
0,2,11,172,455,300,470,396,å
0,2,11,173,470,300,485,396,r
0,2,11,174,485,300,500,396,l
0,2,11,175,500,300,515,396,i
0,2,11,176,515,300,530,396,g
0,2,11,177,530,300,552,396,e
0,2,11,178,552,300,575,396,v
0,2,11,179,575,300,590,396,a
0,2,11,180,590,300,605,396,n
0,2,11,181,605,300,620,396,e
0,2,11,182,620,300,642,396,r
0,2,11,183,642,300,665,396,o
0,2,11,184,665,300,687,396,g
0,2,11,185,687,300,710,396,t
0,2,11,186,710,300,725,396,r
0,2,11,187,725,300,740,396,i
0,2,11,188,740,300,755,396,s
0,2,11,189,755,300,770,396,t
0,2,11,190,770,300,792,396,e
0,2,11,191,792,300,815,396,m
0,2,11,192,815,300,830,396,i
0,2,11,193,830,300,845,396,n
0,2,11,194,845,300,860,396,d
0,2,11,195,860,300,875,396,e
0,2,11,196,875,300,890,396,r
0,2,11,197,890,300,912,396,.
0,2,11,198,912,300,935,396,F
0,2,11,199,935,300,950,396,o
0,2,11,200,950,300,965,396,r
0,2,11,201,965,300,980,396,e
0,2,11,202,980,300,995,396,s
0,2,11,203,995,300,1010,396,t
0,2,11,204,1010,300,1025,396,i
0,2,11,205,1025,300,1047,396,l
0,2,11,206,1047,300,1070,396,j
0,2,11,207,1070,300,1085,396,e
0,2,11,208,1085,300,1107,396,r
0,2,11,209,1107,300,1130,396,a
0,2,11,210,1130,300,1152,396,t
0,2,11,211,1152,300,1175,396,m
0,2,11,212,1175,300,1190,396,a
0,2,11,213,1190,300,1212,396,n
0,2,11,214,1212,300,1235,396,e
0,2,11,215,1235,300,1236,396,́
0,2,11,216,1235,300,1257,396,n
0,2,11,217,1257,300,1280,396,g
0,2,11,218,1280,300,1295,396,a
0,2,11,219,1295,300,1310,396,n
0,2,11,220,1310,300,1332,396,g
0,2,11,221,1332,300,1355,396,o
0,2,11,222,1355,300,1377,396,m
0,2,11,223,1377,300,1400,396,å
0,2,11,224,1400,300,1415,396,r
0,2,11,225,1415,300,1430,396,e
0,2,11,226,1430,300,1452,396,t
0,2,11,227,1452,300,1475,396,k
0,2,11,228,1475,300,1490,396,u
0,2,11,229,1490,300,1505,396,n
0,2,11,230,1505,300,1520,396,n
0,2,11,231,1520,300,1542,396,e
0,2,11,232,1542,300,1565,396,t
0,2,11,233,1565,300,1580,396,a
0,2,11,234,1580,300,1595,396,g
0,2,11,235,1595,300,1617,396,e
0,2,11,236,1617,300,1640,396,e
0,2,11,237,1640,300,1665,396,n
0,2,11,238,190,396,215,489,p
0,2,11,239,215,396,230,489,o
0,2,11,240,230,396,245,489,s
0,2,11,241,245,396,267,489,e
0,2,11,242,267,396,290,489,m
0,2,11,243,290,396,305,489,e
0,2,11,244,305,396,327,489,d
0,2,11,245,327,396,350,489,r
0,2,11,246,350,396,365,489,u
0,2,11,247,365,396,380,489,d
0,2,11,248,380,396,395,489,e
0,2,11,249,395,396,410,489,k
0,2,11,250,410,396,425,489,u
0,2,11,251,425,396,440,489,v
0,2,11,252,440,396,455,489,e
0,2,11,253,455,396,470,489,r
0,2,11,254,470,396,485,489,t
0,2,11,255,485,396,500,489,e
0,2,11,256,500,396,522,489,r
0,2,11,257,522,396,545,489,o
0,2,11,258,545,396,567,489,g
0,2,11,259,567,396,590,489,d
0,2,11,260,590,396,605,489,å
0,2,11,261,605,396,620,489,r
0,2,11,262,620,396,635,489,l
0,2,11,263,635,396,650,489,i
0,2,11,264,650,396,665,489,g
0,2,11,265,665,396,687,489,e
0,2,11,266,687,396,710,489,v
0,2,11,267,710,396,725,489,a
0,2,11,268,725,396,740,489,n
0,2,11,269,740,396,755,489,e
0,2,11,270,755,396,777,489,r
0,2,11,271,777,396,800,489,m
0,2,11,272,800,396,815,489,e
0,2,11,273,815,396,837,489,d
0,2,11,274,837,396,860,489,s
0,2,11,275,860,396,875,489,i
0,2,11,276,875,396,897,489,g
0,2,11,277,897,396,920,489,n
0,2,11,278,920,396,935,489,e
0,2,11,279,935,396,957,489,d
0,2,11,280,957,396,980,489,p
0,2,11,281,980,396,1002,489,å
0,2,11,282,1002,396,1025,489,s
0,2,11,283,1025,396,1040,489,l
0,2,11,284,1040,396,1055,489,e
